Joint physio angles_angle
Time - s,left_ankle Plantar/Dorsi,left_ankle Int/Ext,left_ankle Sup/Pro,
1.34,11.7106,62.1877,-3.05542
1.35,11.7141,62.1961,-3.03912
1.36,11.6408,62.3804,-2.99514
1.37,11.6499,62.3825,-3.01703
1.38,11.6379,62.4506,-3.00884
1.39,11.6178,62.515,-3.00258
1.4,11.5764,62.6227,-2.96717
1.41,11.5617,62.731,-2.97269
1.42,11.5471,62.809,-3.0044
1.43,11.4621,63.1017,-2.98058
1.44,11.4211,63.3032,-2.98292
1.45,11.2828,63.7395,-2.96431
1.46,11.2911,63.8302,-2.94179
1.47,11.1958,64.1597,-2.9773
1.48,11.1138,64.4002,-2.97335
1.49,11.1508,64.3532,-2.96631
1.5,11.13,64.4203,-2.99568
